customer_id,name,email,city,signup_date,status
1366,Yug Narang,yug.narang814@newmail.com,Ranchi,2024-10-29,active
1384,Dominic Prashad,dominic.prashad575@newmail.com,Vadodara,2023-10-16,inactive
2370,Dominic Mody,dominic.mody333@example.com,Visakhapatnam,2023-11-11,inactive
1424,Charan Choudhry,charan.choudhry615@newmail.com,Visakhapatnam,2024-09-03,inactive
2301,Vasana Sarin,vasana.sarin240@example.com,Kochi,2026-01-22,active
1943,Robert Vyas,robert.vyas690@newmail.com,Raipur,2024-03-11,inactive
2182,Bhavika Gopal,bhavika.gopal846@newmail.com,Ranchi,2026-06-11,inactive
1828,Manthan Kaul,manthan.kaul283@newmail.com,Coimbatore,2026-04-19,active
1464,Xalak Walla,xalak.walla885@newmail.com,Guwahati,2026-06-02,active
2363,Naksh Toor,naksh.toor397@example.com,Indore,2023-09-09,active
2126,Faris Sharaf,faris.sharaf214@newmail.com,Indore,2025-10-21,active
1667,Gagan Kale,gagan.kale409@newmail.com,Bhopal,2025-09-15,active
2310,Gopal Warrior,gopal.warrior562@example.com,Indore,2025-03-21,active
2131,Hema Keer,hema.keer987@newmail.com,Vadodara,2024-01-17,active
1455,Arunima Krishnan,arunima.krishnan446@newmail.com,Bhopal,2023-12-04,active
1760,Anvi Kurian,anvi.kurian547@newmail.com,Lucknow,2023-07-27,inactive
1107,Bahadurjit Barad,bahadurjit.barad160@newmail.com,Mumbai,2025-03-25,active
1988,Shaurya Saran,shaurya.saran373@newmail.com,Vadodara,2024-04-12,active
2352,Ekansh Tara,ekansh.tara424@example.com,Surat,2025-07-03,active
2190,Kala Raju,kala.raju488@newmail.com,Coimbatore,2024-08-23,inactive
2365,Bhavani Nagi,bhavani.nagi419@example.com,Hyderabad,2023-09-15,inactive
2224,Chatura Lalla,chatura.lalla945@newmail.com,Indore,2025-10-16,inactive
1057,Caleb Bhagat,caleb.bhagat905@newmail.com,Hyderabad,2025-06-17,active
1283,Azaan Keer,azaan.keer620@newmail.com,Thiruvananthapuram,2024-10-26,active
2332,Jeevika Goyal,jeevika.goyal641@example.com,Ahmedabad,2024-10-22,inactive
1219,Chandresh Cherian,chandresh.cherian391@newmail.com,Kochi,2024-09-04,active
2305,Ishanvi Gade,ishanvi.gade890@example.com,Lucknow,2023-09-06,active
2256,Bimala Swaminathan,bimala.swaminathan947@newmail.com,Coimbatore,2023-08-27,active
1819,Tejas Cherian,tejas.cherian811@newmail.com,Delhi,2026-04-06,active
2154,Baljiwan Gole,baljiwan.gole480@newmail.com,Ahmedabad,2025-09-04,inactive
2228,Advik Sabharwal,advik.sabharwal761@newmail.com,Patna,2023-10-26,inactive
1247,Sanaya Parikh,sanaya.parikh715@newmail.com,Jaipur,2023-10-21,active
1141,Gauri Mitter,gauri.mitter35@newmail.com,Kochi,2024-09-22,active
1713,Jagrati Sur,jagrati.sur763@newmail.com,Patna,2023-10-12,active
2109,Ikbal Gala,ikbal.gala228@newmail.com,Kochi,2024-05-09,inactive
2157,Vaishnavi Chowdhury,vaishnavi.chowdhury708@newmail.com,Chennai,2024-07-30,active
1377,Adweta Mital,adweta.mital609@newmail.com,Thiruvananthapuram,2026-05-23,active
2037,Hitesh Comar,hitesh.comar512@newmail.com,Mumbai,2025-01-06,active
1191,Tara Sahota,tara.sahota621@newmail.com,Ranchi,2024-01-15,active
1629,Chandani Modi,chandani.modi628@newmail.com,Coimbatore,2026-04-12,active
2321,Farhan Sandal,farhan.sandal665@example.com,Nagpur,2025-07-17,active
1087,Watika Dora,watika.dora23@newmail.com,Ranchi,2026-02-24,inactive
2380,Neelima Kara,neelima.kara397@example.com,Bhopal,2025-05-07,active
2326,Jatin Jha,jatin.jha575@example.com,Ranchi,2025-03-29,active
1583,Samaksh Goda,samaksh.goda985@newmail.com,Lucknow,2025-03-10,inactive
1867,Manbir Pradhan,manbir.pradhan58@newmail.com,Kolkata,2024-11-14,active
1535,Akshay Gera,akshay.gera487@newmail.com,Ranchi,2025-06-03,active
2361,Devika Ramachandran,devika.ramachandran867@example.com,Vadodara,2024-12-12,active
2042,Tamanna Sandal,tamanna.sandal216@newmail.com,Chennai,2025-05-24,active
1563,Eta Sunder,eta.sunder597@newmail.com,Jaipur,2025-04-21,active
1778,Mitali Divan,mitali.divan152@newmail.com,Pune,2025-09-02,active
1976,Manthan Ahluwalia,manthan.ahluwalia632@newmail.com,Ahmedabad,2024-10-11,active
1411,Yutika Swaminathan,yutika.swaminathan849@newmail.com,Hyderabad,2024-12-16,active
2142,Vidhi Contractor,vidhi.contractor590@newmail.com,Thiruvananthapuram,2025-04-20,active
1432,Eesha Vaidya,eesha.vaidya443@newmail.com,Lucknow,2026-05-10,inactive
1187,Yatan Sodhi,yatan.sodhi859@newmail.com,Chennai,2025-06-01,active
2031,Ekanta Kala,ekanta.kala550@newmail.com,Bengaluru,2025-10-25,active
2372,Pahal Varma,pahal.varma623@example.com,Raipur,2026-02-26,inactive
1915,Leena Parsa,leena.parsa534@newmail.com,Visakhapatnam,2026-01-16,active
2255,Oeshi Dewan,oeshi.dewan493@newmail.com,Patna,2026-01-11,active
2339,Sachi Kara,sachi.kara247@example.com,Coimbatore,2025-02-21,active
2325,Dominic Mitra,dominic.mitra204@example.com,Bhopal,2025-06-22,inactive
2341,Jhalak Gola,jhalak.gola338@example.com,Visakhapatnam,2023-07-25,active
2312,Vedhika Sabharwal,vedhika.sabharwal19@example.com,Nagpur,2024-07-08,active
2360,Chavvi Gala,chavvi.gala799@example.com,Indore,2024-12-16,active
1452,Warjas Sachar,warjas.sachar99@newmail.com,Bhopal,2026-02-18,active
2351,Vihaan Desai,vihaan.desai784@example.com,Kolkata,2023-08-12,inactive
2329,Yashasvi Bir,yashasvi.bir19@example.com,Chandigarh,2023-10-25,active
2345,Hamsini Iyer,hamsini.iyer723@example.com,Bhopal,2025-04-06,inactive
1149,Ekta Dara,ekta.dara365@newmail.com,Thiruvananthapuram,2026-06-14,active
1773,Shravya Sabharwal,shravya.sabharwal557@newmail.com,Chandigarh,2024-03-29,active
1763,Waida Bhavsar,waida.bhavsar452@newmail.com,Delhi,2025-04-27,inactive
1440,Rajeshri Deshpande,rajeshri.deshpande762@newmail.com,Ranchi,2023-10-12,inactive
1416,Samarth Devi,samarth.devi333@newmail.com,Chandigarh,2026-06-20,active
1873,Ishani Muni,ishani.muni826@newmail.com,Hyderabad,2024-07-09,active
1032,Vasatika Dara,vasatika.dara790@newmail.com,Visakhapatnam,2025-03-24,active
1892,Bimala Ganesh,bimala.ganesh562@newmail.com,Visakhapatnam,2023-08-19,active
2194,Rayaan Mistry,rayaan.mistry163@newmail.com,Thiruvananthapuram,2025-08-11,inactive
2334,Tanish Varkey,tanish.varkey972@example.com,Ahmedabad,2024-03-10,active
1697,Ojasvi Ganguly,ojasvi.ganguly808@newmail.com,Thiruvananthapuram,2025-08-12,inactive
1900,Radhika Arora,radhika.arora194@newmail.com,Surat,2024-05-23,inactive
2378,Saksham Taneja,saksham.taneja44@example.com,Jaipur,2025-05-19,active
1348,Keya Goyal,keya.goyal193@newmail.com,Kolkata,2026-03-19,active
1847,Sathvik Sankar,sathvik.sankar125@newmail.com,Chandigarh,2025-11-16,inactive
2145,Dev Jain,dev.jain347@newmail.com,Thiruvananthapuram,2024-10-20,active
2382,Prisha Kadakia,prisha.kadakia451@example.com,Nagpur,2024-07-16,inactive
2202,Manthan Som,manthan.som519@newmail.com,Nagpur,2025-01-06,inactive
1742,Sachi Bedi,sachi.bedi242@newmail.com,Patna,2023-12-01,active
1712,Ranveer Dey,ranveer.dey260@newmail.com,Indore,2023-08-20,active
2353,Lavanya Narain,lavanya.narain764@example.com,Thiruvananthapuram,2023-12-21,inactive
1788,Hemal Chad,hemal.chad11@newmail.com,Hyderabad,2026-06-05,active
1178,Vyanjana Iyer,vyanjana.iyer431@newmail.com,Lucknow,2025-05-10,inactive
2267,Umang Nagi,umang.nagi332@newmail.com,Vadodara,2024-08-01,active
1741,Ojasvi Savant,ojasvi.savant715@newmail.com,Pune,2024-05-23,inactive
2128,Abhimanyu Tara,abhimanyu.tara790@newmail.com,Nagpur,2026-01-24,active
1759,Ladli Narang,ladli.narang755@newmail.com,Visakhapatnam,2025-01-03,inactive
2009,Raghav Shankar,raghav.shankar292@newmail.com,Vadodara,2023-10-15,active
1544,Christopher Varma,christopher.varma346@newmail.com,Guwahati,2026-05-12,active
1838,Ekavir Mukhopadhyay,ekavir.mukhopadhyay103@newmail.com,Raipur,2025-05-13,active
2327,Qasim Panchal,qasim.panchal254@example.com,Bhopal,2023-08-12,active
1784,Oni Issac,oni.issac158@newmail.com,Vadodara,2025-10-07,active
1207,Hemani Panchal,hemani.panchal562@newmail.com,Nagpur,2024-06-13,active
1966,Upasna Setty,upasna.setty334@newmail.com,Indore,2025-01-23,active
2375,Vrinda Chaudhry,vrinda.chaudhry550@example.com,Bhopal,2025-07-17,active
1020,Pranav Ram,pranav.ram197@newmail.com,Bengaluru,2024-08-23,active
2184,Hemangini Chakraborty,hemangini.chakraborty929@newmail.com,Mumbai,2025-04-10,active
2343,Jagdish Dhar,jagdish.dhar555@example.com,Guwahati,2024-09-04,inactive
1018,Rohan Bajaj,rohan.bajaj995@newmail.com,Visakhapatnam,2023-10-11,inactive
2374,Krishna Ramakrishnan,krishna.ramakrishnan962@example.com,Raipur,2024-06-19,active
2340,Priya Gulati,priya.gulati994@example.com,Lucknow,2026-01-10,inactive
1475,Dakshesh Kalla,dakshesh.kalla653@newmail.com,Visakhapatnam,2026-05-17,active
1937,Darika Bakshi,darika.bakshi579@newmail.com,Pune,2024-09-23,active
1118,Charles Ganesh,charles.ganesh489@newmail.com,Lucknow,2024-12-01,active
2314,Raghav Vora,raghav.vora175@example.com,Delhi,2025-12-29,active
2230,Garima Sama,garima.sama892@newmail.com,Patna,2024-08-01,inactive
2344,Om Bhattacharyya,om.bhattacharyya884@example.com,Pune,2024-08-02,active
1132,Charan Manne,charan.manne606@newmail.com,Vadodara,2025-12-13,active
2317,Janani Dewan,janani.dewan9@example.com,Mumbai,2025-11-28,active
1323,Aarna Lanka,aarna.lanka16@newmail.com,Indore,2024-01-22,active
2098,Aarna Patla,aarna.patla308@newmail.com,Ahmedabad,2024-09-13,active
1574,Bhavya Batta,bhavya.batta752@newmail.com,Mumbai,2023-12-21,inactive
2303,Aashi Gaba,aashi.gaba116@example.com,Raipur,2025-03-23,active
2177,Zinal Nayak,zinal.nayak142@newmail.com,Ahmedabad,2024-10-04,active
2136,Akshay Sangha,akshay.sangha762@newmail.com,Surat,2025-09-25,inactive
2052,Kiaan Chaudhry,kiaan.chaudhry22@newmail.com,Ranchi,2025-11-24,active
2348,Ishani Soni,ishani.soni571@example.com,Patna,2025-06-21,inactive
1706,Joshua Menon,joshua.menon352@newmail.com,Jaipur,2023-09-18,active
1769,Ishwar Aurora,ishwar.aurora374@newmail.com,Nagpur,2026-05-26,active
1298,Devika Bera,devika.bera680@newmail.com,Chandigarh,2026-03-27,inactive
2108,Xalak Dhillon,xalak.dhillon889@newmail.com,Bengaluru,2026-05-14,inactive
2248,Parth Lal,parth.lal92@newmail.com,Visakhapatnam,2025-11-14,active
2379,Tanish Mani,tanish.mani406@example.com,Raipur,2024-04-19,active
1499,Charvi Pall,charvi.pall614@newmail.com,Patna,2024-10-12,active
2328,Arunima Pall,arunima.pall502@example.com,Nagpur,2024-07-21,active
1239,Caleb Chawla,caleb.chawla739@newmail.com,Mumbai,2025-09-29,active
1696,Rehaan Dalal,rehaan.dalal544@newmail.com,Pune,2026-06-26,active
1589,Avni Deshpande,avni.deshpande263@newmail.com,Delhi,2023-11-10,active
2358,Leela Sengupta,leela.sengupta611@example.com,Jaipur,2024-06-11,active
1244,Eesha Raja,eesha.raja909@newmail.com,Visakhapatnam,2024-09-28,inactive
1810,Sanaya Bahl,sanaya.bahl795@newmail.com,Nagpur,2026-03-19,active
2022,Qasim Prabhakar,qasim.prabhakar785@newmail.com,Thiruvananthapuram,2025-05-28,active
2377,Ojas Mistry,ojas.mistry463@example.com,Visakhapatnam,2024-08-02,inactive
2047,Onveer Lad,onveer.lad410@newmail.com,Coimbatore,2024-03-16,inactive
1359,Charvi Soni,charvi.soni441@newmail.com,Lucknow,2025-10-06,active
2371,Anmol Yohannan,anmol.yohannan438@example.com,Nagpur,2024-06-23,active
2175,Niharika Kamdar,niharika.kamdar545@newmail.com,Nagpur,2023-12-04,active
1807,Riya Nigam,riya.nigam648@newmail.com,Nagpur,2025-08-04,active
1399,Robert Venkatesh,robert.venkatesh530@newmail.com,Vadodara,2024-07-15,inactive
2356,Yamini Lal,yamini.lal781@example.com,Vadodara,2025-02-09,active
1907,Jonathan Jhaveri,jonathan.jhaveri502@newmail.com,Kochi,2023-12-15,active
2331,Aayush Chaudhary,aayush.chaudhary514@example.com,Ahmedabad,2026-03-23,inactive
1139,Ekavir Keer,ekavir.keer700@newmail.com,Indore,2025-09-08,inactive
1481,Bachittar Minhas,bachittar.minhas438@newmail.com,Bengaluru,2024-10-20,active
1486,Laksh Iyengar,laksh.iyengar273@newmail.com,Surat,2024-01-31,active
2304,Ekaja Shenoy,ekaja.shenoy972@example.com,Vadodara,2026-02-02,inactive
2319,Tristan Dave,tristan.dave676@example.com,Chandigarh,2026-01-10,inactive
1869,Jeet Mani,jeet.mani313@newmail.com,Chennai,2024-10-10,inactive
2006,Tanvi Modi,tanvi.modi831@newmail.com,Lucknow,2025-03-24,active
2272,Urvi Palan,urvi.palan585@newmail.com,Coimbatore,2024-10-14,active
2323,Brijesh Hegde,brijesh.hegde102@example.com,Kolkata,2023-11-03,active
2376,Gayathri Taneja,gayathri.taneja722@example.com,Delhi,2024-12-28,active
2242,Amol Bansal,amol.bansal116@newmail.com,Jaipur,2024-07-17,active
1529,Nakul Balakrishnan,nakul.balakrishnan552@newmail.com,Nagpur,2024-12-24,active
2337,Fitan Narang,fitan.narang984@example.com,Guwahati,2024-12-19,active
1414,Gunbir Wali,gunbir.wali733@newmail.com,Raipur,2025-06-08,active
1750,Udarsh Bala,udarsh.bala357@newmail.com,Kochi,2025-11-24,active
1816,Aadi Parmer,aadi.parmer669@newmail.com,Lucknow,2023-11-09,inactive
1471,Siddharth Ghose,siddharth.ghose962@newmail.com,Chandigarh,2024-12-12,inactive
1528,Nakul Babu,nakul.babu742@newmail.com,Pune,2026-03-01,active
2369,Yug Keer,yug.keer450@example.com,Vadodara,2025-06-01,active
1565,Eshana Bobal,eshana.bobal343@newmail.com,Ahmedabad,2025-11-25,active
2330,Teerth Handa,teerth.handa364@example.com,Thiruvananthapuram,2026-05-04,active
1010,Chakradev Kibe,chakradev.kibe44@newmail.com,Coimbatore,2025-08-17,inactive
2368,Ishanvi Sabharwal,ishanvi.sabharwal68@example.com,Chennai,2024-07-20,inactive
1814,Nandini Sachdev,nandini.sachdev574@newmail.com,Patna,2024-03-29,inactive
1185,Jasmit Warrior,jasmit.warrior790@newmail.com,Bengaluru,2026-01-31,active
2061,Ekaraj Zachariah,ekaraj.zachariah787@newmail.com,Ranchi,2024-03-15,active
1737,Sudiksha Malhotra,sudiksha.malhotra996@newmail.com,Bengaluru,2025-10-31,active
2308,Girindra Ganesh,girindra.ganesh758@example.com,Patna,2025-02-10,active
2373,Anmol Singh,anmol.singh738@example.com,Kolkata,2025-03-29,active
1367,Darika Ravi,darika.ravi690@newmail.com,Bhopal,2023-09-26,active
2316,Karan Badal,karan.badal55@example.com,Visakhapatnam,2024-12-04,active
2354,Faraj Venkatesh,faraj.venkatesh281@example.com,Pune,2025-10-07,active
1156,Tarak Solanki,tarak.solanki655@newmail.com,Delhi,2026-01-13,active
1980,Charvi Dara,charvi.dara837@newmail.com,Surat,2026-04-14,active
1603,Gautami Bhatnagar,gautami.bhatnagar239@newmail.com,Kolkata,2023-11-21,inactive
2302,Jagdish Prakash,jagdish.prakash160@example.com,Raipur,2025-01-08,inactive
1509,Gautami Datta,gautami.datta539@newmail.com,Vadodara,2023-08-16,inactive
1025,Gagan Vala,gagan.vala590@newmail.com,Bhopal,2024-09-15,active
1818,Thomas Merchant,thomas.merchant953@newmail.com,Kochi,2025-05-02,active
1643,Banjeet Singhal,banjeet.singhal752@newmail.com,Mumbai,2025-09-22,inactive
1646,Bishakha Gulati,bishakha.gulati39@newmail.com,Visakhapatnam,2023-09-18,active
1761,Chaaya Saha,chaaya.saha942@newmail.com,Patna,2026-06-07,active
1730,Yahvi Sampath,yahvi.sampath559@newmail.com,Kochi,2024-05-10,active
1552,William Chana,william.chana539@newmail.com,Guwahati,2023-07-29,active
1586,Aadhya Raman,aadhya.raman82@newmail.com,Surat,2024-11-27,active
1161,Siya Pillai,siya.pillai407@newmail.com,Hyderabad,2025-12-03,inactive
1694,Leena Pant,leena.pant485@newmail.com,Patna,2024-03-15,active
1330,Isaiah Subramaniam,isaiah.subramaniam907@newmail.com,Nagpur,2026-05-30,active
1932,Brijesh Ravi,brijesh.ravi333@newmail.com,Hyderabad,2023-11-18,active
1991,Madhavi Sekhon,madhavi.sekhon656@newmail.com,Kolkata,2024-02-11,active
2322,Faras Bahl,faras.bahl390@example.com,Bhopal,2025-10-14,inactive
2367,Harita Rai,harita.rai688@example.com,Kochi,2023-10-23,active
1001,David Raja,david.raja9@newmail.com,Jaipur,2024-09-09,active
2364,Warda Purohit,warda.purohit168@example.com,Kochi,2025-04-29,active
1448,Sneha Tandon,sneha.tandon100@newmail.com,Bengaluru,2024-03-31,inactive
2359,Saanvi Sharaf,saanvi.sharaf27@example.com,Chandigarh,2023-08-19,active
2355,Saksham Memon,saksham.memon110@example.com,Pune,2025-06-16,active
1320,Kashish Pai,kashish.pai564@newmail.com,Raipur,2024-11-18,active
2199,Farhan Shroff,farhan.shroff512@newmail.com,Pune,2025-03-24,inactive
1859,Yash Balakrishnan,yash.balakrishnan632@newmail.com,Visakhapatnam,2023-11-19,active
2320,Utkarsh Mohanty,utkarsh.mohanty20@example.com,Lucknow,2023-11-22,inactive
1520,Upadhriti Chatterjee,upadhriti.chatterjee870@newmail.com,Thiruvananthapuram,2024-11-21,active
1724,Harshil Banerjee,harshil.banerjee864@newmail.com,Pune,2023-09-29,active
1512,Ishaan Sridhar,ishaan.sridhar649@newmail.com,Surat,2025-09-26,inactive
1749,Onkar Mandal,onkar.mandal834@newmail.com,Ahmedabad,2025-10-29,active
1206,Amol Dhawan,amol.dhawan241@newmail.com,Guwahati,2025-09-08,active
1011,Udyati Varughese,udyati.varughese642@newmail.com,Pune,2023-10-05,active
2390,Radhika Roy,radhika.roy403@example.com,Surat,2024-06-15,active
1181,Abha Bhat,abha.bhat972@newmail.com,Ranchi,2025-05-31,active
2124,Anjali Sachdeva,anjali.sachdeva537@newmail.com,Jaipur,2024-01-19,active
2338,Bhanumati Shan,bhanumati.shan641@example.com,Guwahati,2025-04-12,active
1540,Rishi Parmer,rishi.parmer658@newmail.com,Nagpur,2026-06-14,active
1409,Ekavir Rajan,ekavir.rajan691@newmail.com,Visakhapatnam,2026-03-16,inactive
2357,Azad Sani,azad.sani621@example.com,Coimbatore,2026-02-04,active
2062,Anjali Nayak,anjali.nayak849@newmail.com,Nagpur,2024-05-03,active
2058,Chatura Sarin,chatura.sarin33@newmail.com,Kochi,2023-12-17,active
2306,Oni Parekh,oni.parekh711@example.com,Bengaluru,2023-09-01,active
2068,Warhi Sachar,warhi.sachar777@newmail.com,Pune,2025-11-01,active
2350,Hritik Das,hritik.das901@example.com,Pune,2024-04-04,active
2346,Jason Kaul,jason.kaul441@example.com,Pune,2025-12-21,active
1725,Pavani Wali,pavani.wali80@newmail.com,Kochi,2024-09-15,inactive
1821,Yashodhara Samra,yashodhara.samra98@newmail.com,Mumbai,2025-03-07,inactive
2307,Faraj Varkey,faraj.varkey483@example.com,Hyderabad,2024-02-03,active
1532,Maanas Johal,maanas.johal405@newmail.com,Thiruvananthapuram,2024-06-08,active
2385,Yutika Setty,yutika.setty56@example.com,Ranchi,2025-06-26,active
2324,Upasna Dani,upasna.dani612@example.com,Patna,2026-03-06,active
1834,Gunbir Shan,gunbir.shan381@newmail.com,Mumbai,2025-05-11,active
2102,Abeer Amble,abeer.amble41@newmail.com,Indore,2024-01-24,inactive
2333,Pratyush Pant,pratyush.pant912@example.com,Hyderabad,2026-05-23,inactive
1647,Lohit Mander,lohit.mander590@newmail.com,Guwahati,2025-03-31,active
2336,Warhi Patel,warhi.patel90@example.com,Raipur,2025-08-01,active
2335,Dipta Dasgupta,dipta.dasgupta350@example.com,Nagpur,2024-11-19,active
2315,Omisha Sharma,omisha.sharma809@example.com,Ranchi,2026-03-14,active
1317,Pooja Ramanathan,pooja.ramanathan983@newmail.com,Raipur,2024-01-23,active
1944,Sathvik Malhotra,sathvik.malhotra465@newmail.com,Hyderabad,2023-09-08,inactive
1421,Samuel Palla,samuel.palla185@newmail.com,Coimbatore,2025-03-04,active
2386,Anirudh Varty,anirudh.varty146@example.com,Visakhapatnam,2026-01-16,inactive
2013,Ladli Ramakrishnan,ladli.ramakrishnan816@newmail.com,Hyderabad,2024-12-12,active
1078,Vedhika Golla,vedhika.golla423@newmail.com,Ahmedabad,2025-12-03,active
2201,Max Narayan,max.narayan862@newmail.com,Ahmedabad,2026-03-28,inactive
1701,Victor Chadha,victor.chadha951@newmail.com,Mumbai,2024-10-04,active
2309,Charvi Madan,charvi.madan560@example.com,Bhopal,2025-07-11,active
1390,Suhani Sheth,suhani.sheth572@newmail.com,Surat,2025-11-03,inactive
1375,Neel Sharaf,neel.sharaf641@newmail.com,Chennai,2026-02-05,active
1703,Daksha Tak,daksha.tak688@newmail.com,Surat,2025-03-15,active
2137,Manan Dixit,manan.dixit647@newmail.com,Pune,2024-11-19,inactive
2389,Manbir Khosla,manbir.khosla961@example.com,Ranchi,2023-12-19,active
1069,Dhriti Anne,dhriti.anne702@newmail.com,Ahmedabad,2025-07-17,active
2381,Girish Nayar,girish.nayar986@example.com,Delhi,2024-04-28,active
2046,Sanaya Panchal,sanaya.panchal423@newmail.com,Kochi,2024-03-08,inactive
1246,Upma Wali,upma.wali985@newmail.com,Visakhapatnam,2025-07-23,active
1566,Vyanjana Chopra,vyanjana.chopra511@newmail.com,Chandigarh,2023-12-16,active
1989,Eshana Chatterjee,eshana.chatterjee179@newmail.com,Lucknow,2025-12-28,active
2030,Chakrika Som,chakrika.som617@newmail.com,Hyderabad,2026-03-19,active
2362,Vritti Zacharia,vritti.zacharia666@example.com,Chandigarh,2025-03-12,active
1067,Nachiket Agrawal,nachiket.agrawal233@newmail.com,Raipur,2026-06-08,active
1074,Zehaan Menon,zehaan.menon51@newmail.com,Patna,2024-12-04,active
2342,Henry Randhawa,henry.randhawa212@example.com,Thiruvananthapuram,2024-10-20,active
1358,Banjeet Dewan,banjeet.dewan537@newmail.com,Delhi,2025-07-23,active
2349,Vedhika Vaidya,vedhika.vaidya122@example.com,Chennai,2024-05-04,active
2258,Yachana Luthra,yachana.luthra86@newmail.com,Bengaluru,2024-10-03,active
1815,Tamanna Ganesan,tamanna.ganesan812@newmail.com,Indore,2025-05-19,active
2311,Agastya Devan,agastya.devan145@example.com,Ranchi,2025-01-14,active
1164,Owen Dora,owen.dora494@newmail.com,Patna,2025-07-02,active
2384,Dhriti Iyengar,dhriti.iyengar433@example.com,Lucknow,2024-09-25,active
1587,Ria Ganesh,ria.ganesh481@newmail.com,Patna,2024-02-27,active
1490,Aarini Edwin,aarini.edwin129@newmail.com,Ranchi,2025-11-12,active
1470,Banjeet Pau,banjeet.pau925@newmail.com,Kolkata,2024-08-16,active
1940,Janaki Zacharia,janaki.zacharia840@newmail.com,Ahmedabad,2025-01-17,active
1797,Lucky Vyas,lucky.vyas254@newmail.com,Raipur,2026-06-23,active
2388,Darpan Vig,darpan.vig116@example.com,Chennai,2024-02-10,active
1567,William Suresh,william.suresh204@newmail.com,Chandigarh,2024-09-09,inactive
2383,Chasmum Thaman,chasmum.thaman793@example.com,Lucknow,2025-11-15,active
2313,Harsh Kamdar,harsh.kamdar680@example.com,Bhopal,2023-12-23,active
1831,Aadi Barad,aadi.barad482@newmail.com,Chennai,2025-07-08,active
1868,Ekta Setty,ekta.setty582@newmail.com,Delhi,2024-12-26,active
