record_id,user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,email,username,status,price,store_id,raw_timestamp
81,U0041,27-11-2023,North,Sports,1417.51,Seattle,68,Free,,user_1,Active,5.23,S018,12-02-2023 06:49
82,U0052,23-06-2023,West,Sports,1398.38,San Francisco,18,Free,user186@example.com,user_245,Inactive,325.39,S014,20-09-2023 00:31
83,U0101,30-04-2023,West,Clothing,420.17,San Francisco,50,Premium,user238@example.com,user_248,Active,365.75,S016,04-09-2023 08:24
84,U0044,06-12-2023,South,Food,165.93,Seattle,61,Basic,user7@example.com,user_95,Active,175.02,S016,12-02-2023 05:25
85,U0043,12-11-2023,South,Electronics,1093.4,Seattle,50,Premium,user268@example.com,user_259,Active,112.23,S024,27-03-2023 11:43
86,U0039,05-04-2023,West,Electronics,1488.6,San Francisco,31,Free,user250@example.com,user_278,Inactive,137.86,S013,13-11-2023 01:52
87,U0001,27-04-2023,East,Sports,,Los Angeles,19,Premium,,user_287,Pending,136.8,S010,16-01-2023 19:40
88,U0041,29-10-2023,West,Clothing,,Phoenix,58,Free,user225@example.com,user_189,Active,323.61,S015,03-02-2023 19:03
89,U0025,31-12-2023,North,Food,324.77,Portland,41,Free,user14@example.com,user_75,Inactive,147.79,S028,24-11-2023 18:07
90,U0117,22-09-2023,South,Sports,315.96,Las Vegas,17,,user227@example.com,user_121,Inactive,351.78,S004,24-10-2023 16:05
91,U0071,02-01-2023,North,Clothing,624,Los Angeles,48,Basic,user147@example.com,,Active,203.26,S020,25-01-2023 05:21
92,U0101,08-03-2023,West,Sports,87.65,San Francisco,48,Premium,user91@example.com,user_8,Active,335.18,S008,02-08-2023 06:47
93,U0143,17-10-2023,West,Electronics,790.52,Seattle,46,Premium,user172@example.com,user_199,Active,247.22,S030,11-05-2023 06:34
94,U0147,05-10-2023,West,Clothing,1697.58,Oakland,28,Basic,user101@example.com,user_78,,293.25,S021,20-04-2023 07:13
95,U0038,10-06-2023,North,Sports,1552.91,Sacramento,61,Premium,user215@example.com,,Active,408,S017,11-01-2023 13:43
96,U0103,02-06-2023,West,Electronics,285.68,San Francisco,22,Basic,user50@example.com,user_272,Active,180.29,S012,04-04-2023 16:22
97,U0082,09-02-2023,West,Books,660.97,San Francisco,57,Basic,user256@example.com,user_80,Inactive,190.87,S013,14-03-2023 21:42
98,U0138,18-10-2023,East,Clothing,1522.09,Phoenix,58,Free,user164@example.com,user_42,,340.03,S020,16-10-2023 08:54
99,U0056,05-02-2023,North,Clothing,338.21,Seattle,61,Free,user114@example.com,user_43,Inactive,292.09,S005,01-01-2023 03:36
100,U0064,15-12-2023,North,Clothing,381.54,Seattle,68,Basic,user251@example.com,user_293,Unknown,207.21,S016,17-10-2023 14:06
101,U0004,09-03-2023,East,Books,791.15,Seattle,46,Basic,user59@example.com,user_282,Inactive,353.57,S024,09-08-2023 15:26
102,U0105,21-08-2023,North,Books,487.17,Los Angeles,,Premium,user248@example.com,user_262,Active,368.93,S026,26-08-2023 21:09
103,U0123,06-05-2023,North,Sports,1758.26,San Francisco,67,Premium,user185@example.com,user_27,Active,255.05,S009,05-06-2023 04:40
104,U0078,17-06-2023,West,Sports,1954.77,Seattle,48,Basic,user129@example.com,user_167,Active,378.3,S027,17-07-2023 15:08
105,U0150,16-11-2023,South,Sports,356.54,Sacramento,49,Premium,user37@example.com,user_88,Active,183.1,S022,07-05-2023 13:03
106,U0062,04-10-2023,West,Books,628.85,Los Angeles,51,Premium,user3@example.com,user_281,Pending,453.97,S023,25-02-2023 19:59
107,U0108,07-01-2023,West,Books,434.4,Seattle,60,Free,user97@example.com,user_284,Active,260.03,S006,22-04-2023 18:32
108,U0018,30-12-2023,West,Books,1027.37,Portland,34,Free,user38@example.com,user_295,Active,127.43,S008,04-09-2023 06:38
109,U0039,25-11-2023,East,Sports,187.66,Seattle,70,Free,user285@example.com,user_104,Active,81.69,S024,10-12-2023 20:33
110,U0142,23-09-2023,West,Electronics,213.08,San Francisco,,Free,user60@example.com,user_214,Active,185.2,S008,25-03-2023 08:21
111,U0097,04-10-2023,South,Sports,,San Francisco,33,Basic,,user_84,Active,373.21,S020,14-08-2023 16:29
112,U0041,07-07-2023,West,Food,809.74,Sacramento,16,Premium,user149@example.com,user_59,Unknown,99.07,S012,28-08-2023 23:14
113,U0096,04-06-2023,East,Books,34.42,Seattle,67,,user88@example.com,user_261,Active,238.89,S019,10-09-2023 15:07
114,U0009,11-10-2023,North,Food,1442.24,Sacramento,16,Premium,user226@example.com,user_164,Active,382.23,S015,02-06-2023 19:01
115,U0127,31-07-2023,East,Books,1144.07,San Francisco,42,Free,user20@example.com,user_18,Active,250.44,S012,21-07-2023 18:20
116,U0039,02-01-2023,South,Electronics,1874.2,Los Angeles,30,Free,user52@example.com,user_104,Pending,238.23,S029,06-04-2023 21:16
117,U0045,09-01-2023,North,Sports,921.24,Los Angeles,45,Basic,user279@example.com,user_192,Active,488.5,S025,26-08-2023 21:53
118,U0016,05-09-2023,West,Food,,Seattle,38,Basic,user62@example.com,user_9,Active,69.94,S021,23-10-2023 00:28
119,U0107,04-02-2023,North,Food,349.31,Seattle,23,Premium,user106@example.com,user_166,Unknown,412.64,S005,16-12-2023 20:53
120,U0122,20-01-2023,West,Sports,1897.96,Los Angeles,20,Premium,user93@example.com,user_299,Active,160.49,S003,12-10-2023 13:32
121,U0096,21-11-2023,East,Books,1286.79,Los Angeles,56,Premium,user111@example.com,user_86,Inactive,460.37,S025,16-03-2023 04:23
122,U0008,06-12-2023,North,Sports,,Los Angeles,27,Free,user210@example.com,user_94,Active,25.9,S009,21-07-2023 21:10
123,U0045,07-11-2023,West,Food,312.25,Los Angeles,26,Premium,user286@example.com,user_202,,166.62,S019,17-08-2023 21:33
124,U0082,26-09-2023,West,Electronics,1153.59,San Francisco,49,Premium,user254@example.com,user_60,Inactive,277.32,S019,20-03-2023 15:06
125,U0068,31-12-2023,East,Electronics,112.17,San Francisco,20,Basic,user221@example.com,user_122,Active,400.69,S017,14-01-2023 21:23
126,U0072,07-04-2023,East,Electronics,1482.66,Denver,16,Basic,user12@example.com,user_162,Inactive,425.62,S002,06-03-2023 03:07
127,U0003,09-03-2023,West,Clothing,1050.64,San Francisco,50,Basic,user101@example.com,user_49,Active,276.86,S028,10-12-2023 20:57
128,U0073,17-05-2023,South,Electronics,939.7,Los Angeles,59,Basic,user2@example.com,user_194,,370.13,S017,16-01-2023 10:30
129,U0018,30-12-2023,West,Books,1027.37,Portland,34,Free,user38@example.com,user_295,Active,127.43,S008,04-09-2023 06:38
130,U0043,16-02-2023,East,Electronics,121.88,San Francisco,37,Basic,user72@example.com,user_67,Active,,S019,13-08-2023 17:13
131,U0110,09-03-2023,North,Clothing,198.57,Seattle,30,Premium,user162@example.com,user_271,Pending,116.25,S013,13-06-2023 00:50
132,U0073,23-09-2023,West,Clothing,1943.31,Oakland,70,Basic,user87@example.com,,Active,40.41,S024,26-05-2023 11:49
133,U0098,24-10-2023,West,Food,347.9,San Francisco,34,,user177@example.com,user_80,Active,417.93,S015,10-10-2023 04:50
134,U0029,22-05-2023,West,Sports,350.57,Denver,65,Basic,user152@example.com,user_235,Inactive,76.48,S001,02-01-2023 11:48
135,U0017,21-05-2023,East,Electronics,1402.24,Seattle,33,Free,user75@example.com,user_71,Active,153.9,S003,26-12-2023 23:30
136,U0092,28-04-2023,North,Sports,91.89,San Francisco,48,Free,user295@example.com,user_117,Unknown,431.05,S006,24-10-2023 22:55
137,U0107,13-11-2023,West,Books,787.53,Seattle,62,Basic,user107@example.com,user_253,Active,472.46,S015,24-11-2023 17:02
138,U0092,16-04-2023,West,Food,446.5,Portland,63,Free,user93@example.com,user_264,Active,207.56,S019,26-06-2023 08:21
139,U0044,18-08-2023,West,Clothing,931,San Francisco,17,Basic,user273@example.com,user_112,Pending,431.84,S014,01-08-2023 06:14
140,U0056,02-01-2023,North,Clothing,,Seattle,40,Free,,,Active,68.26,S028,14-01-2023 05:33
141,U0135,08-07-2023,West,Books,1039.96,San Francisco,34,Basic,user196@example.com,user_257,Active,73.46,S025,16-12-2023 21:20
142,U0061,31-01-2023,West,Sports,51.02,Seattle,26,Premium,user299@example.com,user_206,Pending,494.2,S029,11-02-2023 00:37
143,U0052,08-12-2023,East,Food,511.85,Seattle,17,Free,user10@example.com,user_114,Active,179.88,S006,12-05-2023 05:00
144,U0009,11-10-2023,North,Food,1442.24,Sacramento,16,Premium,user226@example.com,user_164,Active,382.23,S015,02-06-2023 19:01
145,U0051,19-06-2023,East,Clothing,1333.17,Tucson,16,Basic,user85@example.com,user_1,Active,218.61,S015,10-10-2023 23:00
146,U0132,23-10-2023,South,Food,1482.73,San Francisco,29,Basic,user127@example.com,user_292,Active,216.52,S030,01-03-2023 11:00
147,U0064,11-06-2023,South,Electronics,866.03,Los Angeles,39,Premium,user120@example.com,user_220,Pending,208.75,S028,15-04-2023 07:56
148,U0104,03-02-2023,North,Sports,1185.57,San Francisco,55,Premium,user287@example.com,user_123,Active,272.4,S023,14-07-2023 12:13
149,U0100,07-04-2023,West,Food,827.96,Seattle,54,Basic,user260@example.com,user_215,Active,396.52,S007,27-12-2023 01:07
150,U0074,19-07-2023,East,Electronics,18.17,San Francisco,30,Premium,user181@example.com,user_8,Inactive,474.41,S010,18-11-2023 05:57
151,U0100,12-05-2023,West,Electronics,1141.6,Las Vegas,24,Premium,user136@example.com,,Active,277.86,S006,12-06-2023 09:29
152,U0007,21-06-2023,West,Clothing,1525.35,Seattle,59,Premium,user223@example.com,user_217,Inactive,1.44,S015,14-02-2023 06:10
153,U0081,19-05-2023,West,Clothing,1007.67,Los Angeles,22,Free,user107@example.com,,Active,238.53,S030,04-08-2023 05:11
154,U0115,15-10-2023,West,Electronics,688.48,San Francisco,53,Free,user128@example.com,user_113,Active,118.92,S005,25-05-2023 10:33
155,U0060,19-03-2023,East,Clothing,1079.47,Los Angeles,38,Free,,user_209,Active,176.02,S027,27-04-2023 11:58
156,U0010,18-03-2023,West,Sports,1718.54,Portland,69,Premium,user233@example.com,user_298,Inactive,107.07,S018,28-01-2023 04:44
157,U0140,05-07-2023,North,Electronics,485.3,San Francisco,61,Basic,user212@example.com,user_103,Inactive,28.55,S024,26-05-2023 06:31
158,U0103,26-11-2023,North,Books,370.02,San Francisco,63,Premium,user57@example.com,user_147,Active,321.99,S005,21-08-2023 15:28
159,U0007,26-04-2023,West,Books,604.3,Tucson,67,Basic,user118@example.com,user_125,Pending,495.18,S008,25-03-2023 07:16
160,U0008,18-11-2023,West,Electronics,1378.09,Denver,25,Basic,user61@example.com,user_174,Active,403.05,S002,08-04-2023 04:34
161,U0147,23-07-2023,East,Books,581.32,Los Angeles,44,,user292@example.com,user_69,Inactive,336.83,S002,09-08-2023 12:37
162,U0070,14-02-2023,West,Clothing,848.36,Los Angeles,57,Basic,user179@example.com,user_102,Active,484.69,S014,01-09-2023 23:28
163,U0031,13-09-2023,North,Sports,776.19,San Francisco,34,Free,user300@example.com,user_223,Active,51.77,S015,19-09-2023 03:14
164,U0039,27-03-2023,South,Food,1350.74,San Francisco,35,,user239@example.com,user_300,Inactive,484.43,S009,18-12-2023 21:45
165,U0039,20-07-2023,North,Books,1316.13,Los Angeles,34,Basic,user261@example.com,user_236,Active,17.4,S023,12-02-2023 05:03
166,U0057,27-05-2023,East,Clothing,1215.39,Las Vegas,61,Free,user48@example.com,user_238,Active,265.56,S013,06-01-2023 08:06
167,U0146,06-06-2023,North,Clothing,1098.5,Los Angeles,37,Free,user291@example.com,user_236,Active,150.77,S007,12-07-2023 18:40
168,U0128,12-10-2023,West,Sports,1760.61,Los Angeles,,Free,user127@example.com,user_137,Active,,S006,09-01-2023 13:33
169,U0129,27-01-2023,North,Sports,170.64,Los Angeles,,Premium,user26@example.com,user_249,Unknown,111.21,S012,05-04-2023 17:56
170,U0062,24-05-2023,South,Clothing,1984.4,San Francisco,64,Premium,user174@example.com,user_252,Inactive,194.58,S001,05-03-2023 21:39
171,U0010,18-02-2023,North,Sports,39.56,Seattle,32,Premium,user4@example.com,user_70,Active,235.44,S014,11-04-2023 21:53
172,U0022,05-08-2023,East,Sports,241.87,Los Angeles,46,Basic,user40@example.com,user_30,Active,131.57,S019,17-02-2023 20:37
173,U0034,04-07-2023,West,Clothing,517.43,San Francisco,57,Free,user256@example.com,user_194,Active,173.54,S005,04-10-2023 11:45
174,U0111,05-04-2023,North,Sports,1669.48,Seattle,64,Basic,user294@example.com,user_77,Inactive,,S011,27-10-2023 11:34
175,U0076,26-05-2023,West,Books,,Los Angeles,62,Basic,user32@example.com,user_224,Active,,S012,24-05-2023 20:31
176,U0035,16-02-2023,South,Electronics,1258.87,San Francisco,31,Basic,user102@example.com,user_177,,402.53,S005,16-07-2023 05:40
177,U0090,14-06-2023,South,Books,291.06,Seattle,67,,user72@example.com,user_141,Active,172.54,S006,12-03-2023 17:44
178,U0148,29-09-2023,West,Food,692.42,Los Angeles,69,Free,,user_193,Active,37.96,S001,07-03-2023 07:21
179,U0066,05-04-2023,North,Electronics,1602.12,Los Angeles,64,Basic,,user_182,Pending,337.9,S030,25-08-2023 16:32
180,U0098,31-07-2023,West,Clothing,367.93,Seattle,32,Basic,user157@example.com,user_234,Active,184.67,S022,01-06-2023 23:16
181,U0036,26-09-2023,West,Clothing,1429.84,Portland,65,,,user_217,Active,391.85,S011,12-02-2023 10:23
182,U0049,24-03-2023,North,Books,234.51,Tucson,28,Basic,user85@example.com,user_281,Pending,256.83,S016,18-05-2023 18:13
183,U0096,20-12-2023,North,Books,930.84,San Francisco,18,,user233@example.com,user_177,Active,444.46,S011,24-01-2023 06:08
184,U0052,06-10-2023,East,Electronics,268.9,Seattle,51,Basic,user112@example.com,user_234,Inactive,416.65,S001,18-02-2023 20:17
185,U0032,08-10-2023,East,Sports,1982.08,Los Angeles,19,,user20@example.com,user_106,Active,92.77,S009,12-08-2023 11:22
186,U0047,22-11-2023,West,Clothing,758.76,San Francisco,50,Premium,user196@example.com,user_59,Pending,24.77,S018,20-06-2023 09:29
187,U0107,16-09-2023,West,Clothing,1762.47,San Francisco,58,Free,user116@example.com,user_187,Inactive,125.14,S016,07-09-2023 00:03
188,U0125,16-01-2023,East,Sports,1143.12,Los Angeles,32,Free,,user_126,Unknown,227.71,S024,19-05-2023 16:07
189,U0113,04-12-2023,West,Books,1459.08,Los Angeles,69,Basic,user142@example.com,user_264,Pending,316.48,S001,06-11-2023 07:31
190,U0148,19-03-2023,West,Electronics,1026.38,Oakland,22,Basic,user5@example.com,user_81,Active,150.93,S010,17-01-2023 14:59
191,U0012,08-06-2023,North,Electronics,843.05,Los Angeles,50,Free,user41@example.com,user_6,Active,320.09,S012,05-05-2023 10:35
192,U0110,11-06-2023,West,Clothing,840.44,Los Angeles,39,Basic,user36@example.com,user_277,Active,389.33,S020,22-06-2023 17:44
193,U0098,12-06-2023,West,Food,732.35,Seattle,28,Basic,user60@example.com,user_95,Inactive,252.48,S021,11-11-2023 00:36
194,U0141,26-08-2023,East,Books,1464.38,Seattle,45,Premium,user204@example.com,user_217,Inactive,108.55,S003,08-02-2023 20:48
195,U0124,13-09-2023,West,Sports,389.15,Los Angeles,67,Basic,user177@example.com,user_63,Active,75.14,S002,11-11-2023 21:40
196,U0104,10-10-2023,East,Clothing,1463.11,Seattle,29,Basic,user111@example.com,user_161,Pending,424.65,S030,16-10-2023 13:39
197,U0066,04-04-2023,South,Clothing,1950.26,San Francisco,43,Premium,user214@example.com,user_23,Pending,498.65,S018,26-11-2023 17:16
198,U0104,11-10-2023,North,Clothing,1703.01,San Francisco,41,Basic,user179@example.com,user_242,Active,289.83,S017,07-09-2023 23:36
199,U0086,21-01-2023,East,Sports,1948.32,San Francisco,24,Premium,user196@example.com,user_277,Active,248.66,S028,08-05-2023 08:56
200,U0064,08-02-2023,West,Books,1868.2,San Francisco,21,Premium,user169@example.com,user_156,Pending,202.94,S013,11-12-2023 05:24
201,U0141,21-02-2023,East,Sports,123.15,Seattle,60,Basic,user250@example.com,user_29,Active,188.68,S013,10-10-2023 12:01
202,U0110,21-03-2023,East,Books,1899.5,Los Angeles,66,Free,user206@example.com,user_255,Inactive,306.41,S024,07-02-2023 16:33
203,U0096,04-06-2023,East,Books,34.42,Seattle,67,,user88@example.com,user_261,Active,238.89,S019,10-09-2023 15:07
204,U0016,20-11-2023,East,Food,1672.8,Seattle,53,Basic,user256@example.com,user_160,Active,479.99,S028,03-11-2023 05:28
205,U0122,20-01-2023,West,Sports,1897.96,Los Angeles,20,Premium,user93@example.com,user_299,Active,160.49,S003,12-10-2023 13:32
206,U0127,30-10-2023,East,Food,1473.89,Los Angeles,24,Free,user70@example.com,,Active,418.3,S003,12-06-2023 16:02
207,U0106,03-05-2023,North,Sports,386.92,Seattle,27,,user261@example.com,user_70,Active,274.29,S018,19-03-2023 15:41
208,U0106,05-11-2023,East,Sports,323.17,Los Angeles,38,Basic,user256@example.com,user_82,Active,180.83,S011,01-02-2023 03:20
209,U0027,28-10-2023,North,Clothing,1205.49,San Francisco,41,Premium,user173@example.com,user_211,Active,210.82,S003,01-01-2023 03:09
